game_id,king_w,queen_w,rooks_w,bishops_w,knights_w,pawns_w,king_b,queen_b,rooks_b,bishops_b,knights_b,pawns_b
HvHYwFVb,2,7,10,6,12,4,2,10,4,4,9,7
QY86sFJY,3,14,12,14,21,11,7,18,6,10,15,13
xJWA1j8C,2,4,2,2,6,5,0,11,0,5,6,3
c8IKENjt,4,5,5,8,18,13,3,6,2,7,12,12
HYopf7fO,3,4,17,13,12,14,4,3,10,8,15,17
1wTsJXmq,11,17,9,7,24,23,15,13,21,6,12,18
V0Paqxxc,2,2,9,7,24,8,2,21,4,11,9,2
2vFjXPSD,7,5,36,8,18,16,5,2,31,9,12,15
1oqRIeIM,2,8,20,8,18,11,3,8,17,6,12,10
BRpGA7tQ,15,8,13,12,15,26,27,4,17,16,15,13
GhShYBA8,2,6,2,4,9,8,0,4,0,1,18,6
GY4UCja8,4,18,7,8,18,12,5,26,5,5,6,11
hUhbNCqS,3,2,0,12,9,6,2,2,2,11,18,6
UlXpEHq5,3,3,7,6,21,3,3,7,10,9,9,7
7vSVZ07k,5,9,7,9,15,10,2,6,14,8,15,9
llgmkweT,4,5,9,13,18,9,3,2,12,10,12,10
twEMP4KP,4,12,36,12,9,10,2,8,17,5,36,12
gtkGMXSC,4,17,25,15,15,18,10,3,24,16,15,13
NsT1RtEr,2,6,3,8,3,4,0,5,0,0,15,3
PxQ4huaF,4,12,18,6,15,16,2,16,19,5,21,21
xdgSbsqu,2,11,3,12,3,7,1,0,0,5,12,13
QPzRlXug,4,15,9,10,21,13,2,17,3,3,12,14
AmCXOP45,5,4,10,6,9,11,3,6,8,7,9,8
ABAMSuu7,2,4,2,5,9,8,0,11,0,6,9,5
rL7unfkf,2,17,12,9,15,10,6,3,12,4,15,9
Z5BsT9VG,3,6,12,11,12,8,2,16,9,11,6,7
vCktBLsZ,9,15,3,8,15,10,2,17,4,8,27,10
JJz4RDLk,4,7,5,10,9,14,2,0,2,4,18,11
boLzoI5q,5,7,18,11,27,5,3,22,3,4,9,8
AvWESW1s,0,9,0,1,12,4,2,0,2,7,9,7
ePQ9DSek,7,7,19,10,12,9,2,11,11,9,27,11
1KfJa6ep,3,3,0,14,6,18,3,16,2,5,24,6
L5pyL2ZO,0,3,0,4,3,5,0,0,0,0,3,9
LuS0RXwP,9,6,15,11,21,10,3,15,17,11,6,11
EVHgKwOm,10,13,34,8,30,19,17,3,12,15,12,14
9qUupfmk,2,15,16,6,24,8,6,5,7,6,30,15
a9ZMvlMQ,4,6,7,4,15,9,2,9,2,10,18,5
E7eIbXLA,3,12,34,9,9,11,3,17,13,8,15,19
wUjgbDa4,6,19,11,7,6,20,3,9,28,13,12,21
rxplVICh,3,9,7,12,6,9,1,18,1,0,15,9
XKXztlwa,4,31,5,15,6,7,10,2,6,6,9,9
rs5jyTJh,9,2,42,11,48,15,16,10,24,10,39,13
3wZShzDL,1,2,0,8,6,3,0,15,0,3,0,5
wlFXfxT5,13,25,21,26,9,19,26,5,25,11,9,21
MF3cZxIN,5,6,34,19,21,11,7,13,4,15,9,18
DD0GqGgz,2,29,9,5,9,4,7,0,5,8,15,10
K2BLjYqq,2,8,7,10,15,7,2,2,21,5,9,13
VbeqCzSx,2,6,2,3,6,5,2,0,2,3,6,5
ENj01USJ,2,1,2,7,3,7,2,6,2,7,3,5
9pmhTn2b,5,8,11,11,33,16,4,14,21,11,15,18
tsqUTvjI,2,14,32,23,9,11,17,7,0,10,6,14
gR4ffEe1,4,2,2,9,27,11,2,12,11,6,12,12
wlmKGftO,3,4,26,10,15,17,4,3,15,6,21,14
M35EXAI4,5,6,5,8,12,6,2,6,2,1,6,12
bLImSeze,7,12,40,11,12,18,10,0,15,12,33,14
m6lvpbxY,4,8,5,5,9,6,2,2,4,2,9,11
Hsl2lqA6,2,3,2,11,18,10,5,7,2,5,12,9
1IkSnwZ9,7,5,11,4,21,10,3,0,10,11,15,13
JfXQUEBg,3,14,10,21,15,11,5,12,10,18,18,9
oZdTfbum,3,21,9,9,18,10,8,2,21,13,24,10
pux74dJA,4,2,9,8,6,9,2,7,10,12,6,5
8mrydU9x,5,7,7,12,30,9,5,0,15,15,21,7
xMSi8HDR,2,5,2,13,15,10,2,3,2,4,24,9
porw02Il,2,0,3,6,12,7,2,10,3,1,12,2
cfDrKJlP,2,5,3,14,9,3,2,14,2,5,6,6
lh7TF5FW,23,9,32,12,12,11,5,10,40,24,21,16
dXfdrBJX,7,32,10,11,9,14,7,17,19,12,12,14
hdqNFlhc,23,6,23,4,12,16,8,28,15,10,21,11
huBr523Y,5,4,3,10,18,13,2,12,14,14,6,9
SHmEl2Sp,3,6,21,13,36,9,5,3,28,7,15,16
5Z7JFOaV,2,13,11,7,15,16,7,2,3,8,12,13
bK2NYGGd,4,4,5,12,3,5,0,0,0,1,9,7
zJL4ts82,4,14,24,8,18,6,2,15,21,7,9,9
Qf82k6cF,4,6,2,9,9,14,3,9,6,10,9,10
Wc4mIqP0,7,32,26,12,12,14,7,8,10,11,33,12
s3y1zGqN,5,3,23,7,21,11,5,7,14,11,27,7
SfGpVGxY,15,6,11,10,33,16,2,6,51,15,6,16
Yx6DdPJQ,10,19,9,13,15,9,3,34,9,7,21,13
H1eEFOKa,0,4,0,3,0,4,0,0,0,4,3,4
OWa5dZ9R,2,8,11,9,6,6,2,2,4,4,6,7
6LQXJeJI,0,0,0,3,3,3,2,0,2,1,3,1
QR3hEaHv,2,7,18,7,24,7,5,5,14,9,27,5
8m3PuXQF,2,4,11,9,18,12,4,3,13,15,18,8
0AAYrloE,3,6,4,5,12,7,2,12,2,11,15,5
jOdePucP,10,8,8,14,9,9,2,22,2,10,12,11
i9SNqR78,5,9,3,6,18,7,1,19,3,1,24,6
IADvDEdg,5,9,10,12,15,14,4,19,10,4,18,13
meWgk0V2,6,7,28,15,24,18,14,22,16,17,9,13
AbiDZKo8,2,15,6,10,21,12,6,3,18,8,6,9
glVY89Yk,3,2,19,7,18,20,3,13,21,11,15,17
AHGb6zPq,7,7,13,22,39,24,15,0,19,13,45,17
XuVoeJ6v,8,12,7,18,6,16,3,6,24,11,24,14
skx0Q5H0,2,6,2,9,9,6,2,1,2,5,6,8
hvzfsdNJ,7,9,14,7,57,14,4,22,29,11,27,15
BZyxqPVM,0,9,11,8,15,7,3,14,0,8,9,8
1DSAd7AH,3,7,16,9,24,10,3,9,9,14,9,14
FJZOsTou,2,17,10,6,30,5,8,0,15,3,12,14
kWOw3rNp,26,4,19,18,39,15,13,0,37,11,15,28
PIgU8NoK,2,2,12,8,12,10,2,3,9,3,15,7
7PAFeYTI,2,23,20,15,18,6,2,18,18,9,18,9
yYlypKyZ,6,6,41,9,15,20,10,2,36,15,9,16
56cihLEK,17,3,99,14,9,20,38,6,15,9,42,17
V4upsQib,2,0,32,7,15,11,4,7,20,13,24,9
XvT7d9A2,0,2,3,3,9,11,2,0,2,10,12,6
TozrL7zv,19,11,28,7,24,14,3,15,54,9,12,15
CSwmpJqH,4,3,9,10,27,13,2,15,7,1,15,16
E8PYoufl,8,5,22,11,9,16,3,12,25,7,33,10
EwVF4Kkq,2,16,2,2,12,6,4,7,3,1,9,7
OVdwvITV,3,2,5,6,15,8,4,10,11,3,18,2
MbA4mvop,1,3,2,6,21,4,0,20,0,0,3,3
TlBc4CvH,7,9,12,11,15,7,2,20,3,7,18,11
QucyeP9M,5,16,19,10,9,8,3,5,17,6,18,12
uVWVqz9y,5,0,2,10,9,13,2,11,9,3,12,11
6Lbd9tSa,2,20,20,11,21,9,3,2,9,11,33,7
K0e8hV8W,5,1,4,10,21,9,2,9,9,7,6,9
y5Q7USTm,2,2,10,9,9,9,4,5,0,5,15,5
ScgawLAH,9,5,20,16,21,8,5,18,11,8,24,16
OeKbJjvi,2,10,11,15,12,10,0,1,5,2,33,7
CkSFvCv7,3,36,5,9,18,17,14,12,19,8,12,13
434cMzAy,4,32,10,6,15,11,3,8,14,14,24,14
yJqebFei,3,12,15,11,27,12,10,2,26,6,27,14
mmRmeyED,8,5,7,12,30,22,4,15,24,14,21,14
y6xlyJ2b,3,6,21,13,21,11,3,13,15,6,12,8
s159hzrZ,5,3,3,10,18,7,1,13,0,5,15,7
dPsTEfLf,4,7,5,6,3,7,3,0,4,5,9,5
Qmee4L1m,6,26,6,13,18,9,3,18,23,4,24,10
Op2FPBFG,2,7,9,12,6,8,4,0,2,11,12,11
TJTCF5XE,6,10,30,5,27,14,8,15,27,11,15,16
DqiLPEI3,0,6,0,9,9,6,0,12,0,2,6,4
inhwuS3P,8,16,58,6,9,13,12,7,23,8,21,16
FLrfJuoQ,0,12,0,3,9,2,0,0,0,3,6,6
bccFmt4T,2,7,12,13,21,13,2,0,1,5,33,15
6W9Yf8JT,2,5,12,11,18,6,3,4,14,3,12,10
vPQ5pSZU,3,8,9,14,24,13,2,10,18,12,15,14
5YNnABNo,15,2,28,16,9,8,5,18,15,10,15,9
Ei6FF214,3,12,27,14,24,12,8,3,7,8,39,15
zG5LgZ21,2,16,11,8,15,9,4,2,11,9,6,13
ngMNmFy0,10,3,13,11,12,11,4,26,15,7,18,9
2pNsdmMu,2,9,3,10,12,9,3,8,1,6,12,6
9k4o40Ya,5,18,14,6,9,7,2,8,6,6,27,5
akmIXxrt,7,5,0,7,15,6,2,24,4,5,9,7
QQSHKUUG,11,5,18,12,33,10,4,3,6,13,24,19
Ck2DV4F8,20,0,30,5,18,14,2,7,51,23,18,4
C7GJBLvQ,0,4,0,1,3,8,0,0,2,5,9,4
W7QKok6F,10,16,6,10,6,8,3,11,3,10,24,7
xDVIIqvP,5,11,49,17,18,17,16,7,18,11,12,24
j22muX49,2,2,2,6,3,6,2,0,2,8,12,4
8ukiBfum,4,18,15,12,12,16,4,17,19,4,18,11
fIdg2rmc,5,1,5,13,9,5,0,9,0,0,9,9
Zi9n0OIm,5,7,34,4,18,20,2,29,13,10,36,15
vPBXbz32,7,2,19,10,18,9,4,12,9,5,21,13
Ol1N2SsP,14,14,18,9,33,18,9,17,12,25,18,18
i3HO7XFR,6,31,17,13,12,11,6,7,20,5,18,18
EYN4CWzr,3,14,16,15,15,7,4,6,4,8,12,14
zpV8fD4X,2,8,2,1,6,5,0,6,0,2,9,6
N02e9rtf,4,4,8,24,18,15,4,12,7,13,9,17
xYmUilur,3,7,17,12,12,10,6,6,10,7,12,14
5x6VChLL,9,7,18,28,12,17,5,0,4,23,15,21
znggkPJB,12,4,13,9,21,14,4,9,25,4,21,17
vgjBMNW2,5,20,8,7,9,10,6,15,18,12,15,8
YZKwkrHF,3,2,26,7,30,8,2,5,16,13,18,14
Anu9lWZY,6,8,19,18,15,15,3,7,11,5,12,16
H6qvL0ww,14,37,7,13,15,10,8,28,29,5,9,8
Rr1Av7xf,4,12,27,9,21,6,7,7,9,8,9,10
RdnBExGY,4,5,2,7,15,8,2,6,9,9,9,10
YjLSioFa,8,16,13,7,21,9,6,15,23,10,12,9
aEBF7X0G,2,3,11,16,42,12,4,5,28,9,18,11
j6yZvoTO,9,0,13,13,15,17,2,7,26,17,27,12
6J7P8dMY,1,4,0,3,9,5,0,9,0,4,0,6
kx33gJRS,2,7,2,12,9,10,3,0,1,3,9,11
KOHN02b7,6,7,24,10,27,13,6,0,31,15,15,17
qAuFfOAT,0,13,0,4,3,12,2,1,13,14,15,4
WTAhxlRQ,4,3,19,13,12,9,3,4,3,11,18,12
T4VEU3Uq,3,8,2,9,9,7,0,0,2,3,15,11
zAe0X7a7,0,0,0,0,0,3,0,0,0,0,0,2
5fngzAdm,2,9,0,10,18,12,2,10,10,13,12,12
oO3WAiB0,5,5,7,31,15,20,12,6,23,6,15,17
01iiUBtT,4,1,5,14,15,7,3,12,3,12,9,9
WfNr7bNk,8,11,17,9,12,15,5,11,19,12,9,13
CW3vme2j,5,8,22,9,12,13,5,5,4,11,12,13
vzMtSQE3,16,0,7,29,12,12,8,11,19,23,18,14
BK85zMOs,2,11,29,3,30,12,2,24,14,11,18,10
11xt5kHi,2,7,2,13,15,11,3,6,3,12,9,11
qXHmC6Jy,0,3,0,7,3,3,0,0,0,3,9,3
w8boRlEv,2,0,42,8,36,5,12,7,10,19,18,5
xNIjN1DW,2,13,13,11,15,7,3,12,15,6,21,10
iZSy6wT4,2,6,14,16,15,8,4,15,14,7,15,4
V0vZVaQN,7,10,48,13,12,12,13,3,21,16,18,17
ygHNaczZ,2,0,12,18,9,11,4,3,14,7,12,15
ELIR2xWy,2,5,10,9,9,10,2,6,6,10,15,7
ppmobudi,2,15,7,12,18,11,12,4,7,4,18,10
hp0W4kR6,3,4,9,6,12,10,2,12,2,19,9,9
CyGFwJfl,0,13,3,7,15,15,2,13,11,3,12,13
vrUU0nTy,5,12,18,8,30,10,4,20,5,2,27,11
v80z9vvT,12,0,8,14,12,10,2,7,16,16,18,10
subaa1Re,2,3,3,4,15,8,4,7,3,5,6,8
hxSpAfM0,9,2,10,25,18,23,10,7,26,6,15,20
jYYNE6Xg,6,7,15,13,18,14,9,2,6,11,36,5
fGQfoOow,0,0,0,0,0,2,0,0,0,0,0,1
9gtv3jXk,2,7,19,14,12,9,6,5,2,11,12,11
mVxQJb1M,5,7,13,20,15,11,3,0,7,9,18,12
qlI67Nr7,3,30,16,8,21,10,14,9,28,12,21,8
lVkHJhrL,6,4,7,9,6,11,2,9,11,12,15,7
XH4IhRBN,4,8,6,12,9,8,2,8,2,11,9,13
uO1JzYru,11,10,19,15,18,18,3,6,21,43,18,15
f1LvsHEO,8,28,11,6,9,9,3,18,18,14,9,6
4s9bEirO,6,21,5,24,9,8,6,14,14,2,15,13
Ijgb4qP2,4,2,36,14,24,5,7,22,14,16,9,9
ANCt81yC,2,6,10,8,15,10,2,1,9,4,15,9
bR1FlT52,2,5,24,9,12,4,4,8,6,11,15,6
LkhwzMPX,2,2,2,5,12,13,0,6,0,2,18,6
gtVEsKY7,0,3,0,2,3,5,0,0,0,4,3,6
9ZkpQHdK,0,0,0,0,0,2,0,0,0,0,0,2
jf3aWmOe,2,9,25,15,15,9,4,2,7,17,9,6
u4xsMn6K,0,0,0,3,0,2,0,0,0,0,3,2
OkJ5XZIy,0,0,0,0,0,2,0,0,0,0,0,1
aqicixtD,0,0,0,3,0,2,0,0,0,0,0,3
RvYENqec,6,2,26,22,18,8,7,5,11,12,15,14
DXNR7mLV,6,9,22,11,18,15,6,8,28,10,6,13
gJsHmgb2,4,11,5,11,9,8,1,0,0,3,24,7
3hnk7mQg,2,38,24,8,21,7,16,0,9,6,24,15
z4TQM1Ud,4,5,33,14,15,7,8,4,5,10,18,15
FpWd03Og,11,5,5,9,12,15,2,9,13,1,39,12
IQMyBxBA,3,0,13,18,15,11,3,7,11,13,21,9
7cUhlPva,2,12,5,11,12,10,2,5,14,8,6,12
BiscYXwU,2,7,5,19,12,13,2,20,9,7,3,12
Az4CH5ey,3,2,12,22,9,9,4,11,13,13,18,7
vF3j3dgn,4,14,8,16,12,7,7,0,1,4,12,13
tmJZ0EFx,8,4,25,8,18,14,2,4,15,10,45,6
ZTxpQSwW,0,11,0,6,9,8,2,0,2,3,9,8
YcYEyEAp,4,4,6,14,24,8,1,14,0,4,9,9
U3XWgFBc,2,6,13,9,15,8,2,28,2,7,9,7
bimIQ1IO,5,12,20,6,21,5,4,9,7,4,6,8
IQXdEEmw,0,5,8,10,15,12,3,1,4,6,9,15
l9Vfjj03,2,9,2,16,18,8,3,12,10,5,12,9
woRLfG2V,6,4,5,6,15,10,2,15,7,10,9,7
DQdkTGwD,0,4,0,6,9,4,1,0,0,3,12,3
gVgO6Bh6,0,0,0,8,3,2,0,0,0,1,3,3
v3GzDidW,4,1,10,13,15,9,2,6,2,7,21,10
CksRNYH1,4,14,14,15,21,9,6,11,22,11,12,11
pC0nxTHH,14,2,27,28,9,10,9,5,35,7,33,7
SUSeLtdy,3,4,4,10,15,12,2,2,6,15,18,12
b1HbpKQt,4,3,0,10,6,7,0,13,3,5,12,5
Tk4QmZl0,6,12,16,7,6,9,2,7,7,7,21,7
U1dSMZH5,6,4,13,5,15,10,1,13,2,2,18,13
a9xWCT7H,1,15,19,9,15,7,7,21,11,10,6,6
vRB8J1xW,2,6,5,8,27,9,4,6,9,8,15,9
R8u83hpu,2,13,19,7,6,9,3,11,3,11,9,13
Qxz5DT30,4,4,16,28,12,10,5,7,2,5,6,16
ZC7uZhVp,4,2,5,13,21,8,6,1,2,3,6,10
Auea5KQI,3,12,9,14,9,8,7,4,14,7,18,7
UbI6QNFa,6,14,5,11,9,10,5,17,4,10,18,10
oSfdK4FJ,9,14,35,12,15,18,9,11,47,19,15,6
rbDTqvpx,5,20,48,17,18,15,13,3,11,4,45,19
lr4qTfux,3,6,27,9,15,13,6,7,18,5,9,16
L0lKYMQA,2,12,3,8,18,9,7,2,8,9,12,8
cPclgz6q,5,6,12,7,6,13,2,1,12,14,15,8
qPMQ74Vm,3,15,7,8,9,11,4,7,12,7,18,7
qwj2wgLw,7,17,10,13,21,7,10,5,8,6,15,8
kFwEcF5Q,2,14,4,8,21,15,4,5,15,7,9,17
2Gz3IfHc,15,7,43,7,24,26,17,0,39,6,18,24
ZWE2tF6H,2,7,10,15,18,9,2,2,0,10,12,15
qUcJl3eq,4,10,11,6,24,13,3,5,6,5,18,12
QTKhBiL7,2,8,3,8,15,10,2,10,4,3,15,9
CEzyp06C,2,10,4,11,27,12,6,7,7,6,12,11
DBDDVDvb,5,13,9,11,21,12,3,13,12,10,21,8
1fLi1gcD,4,11,15,9,18,6,3,4,3,5,24,9
EVWkFLfj,26,6,18,10,24,13,2,16,53,7,27,18
QJl0eebS,3,16,14,12,30,8,8,7,20,5,18,11
zhoKm2D8,4,9,9,7,18,9,2,3,10,9,15,6
XVdkHMUi,24,5,11,6,33,17,4,3,51,9,18,23
qx9jIOQM,0,1,0,3,24,9,1,0,0,5,6,11
DFhXFeCB,2,5,38,10,15,17,5,8,16,6,21,16
qTY0s4GM,2,6,5,10,12,6,3,0,3,2,6,10
XVNMo8Cf,2,10,11,16,9,14,2,1,24,8,9,9
g9SwlrJ5,5,6,5,10,12,10,2,2,2,10,12,8
JyELaheF,6,23,0,8,21,13,8,29,3,15,9,9
B1Sb7gUe,0,0,0,4,0,3,0,3,0,0,0,2
ZiBXrtGP,4,24,9,11,12,8,6,4,0,9,30,11
EUmatUud,8,0,25,12,24,7,5,30,0,11,6,13
7zyuvZ5a,2,5,18,9,12,4,2,16,8,19,9,5
7CRqLO9G,4,8,8,5,12,5,0,0,0,6,18,7
D4WfI1dP,3,10,9,7,15,7,3,10,2,3,9,10
KqcmbHCv,5,4,25,9,15,9,3,17,8,7,15,14
NSLihccE,10,4,31,19,15,6,5,6,33,11,15,12
rkQQ4eHx,3,0,3,6,12,13,3,0,6,4,9,12
LZeMTU2V,4,6,5,8,12,5,2,7,2,1,12,5
ZbQ4gnko,6,14,14,7,9,12,2,11,8,7,12,12
fCCzStfc,8,12,5,9,24,13,2,11,13,13,21,11
8qz1KmSr,4,7,8,12,6,14,6,0,9,8,15,13
Dvo5VsUR,2,30,5,9,21,16,5,9,34,6,12,10
OAFBZ6Hi,11,14,15,8,12,10,2,12,41,10,15,13
mHCwGy2q,4,9,11,10,12,6,2,1,4,6,9,9
F80siePS,0,0,0,4,9,5,0,5,0,0,3,4
kGyASGv1,2,5,4,14,21,8,3,10,3,4,18,10
ehGtPKCq,2,0,2,7,6,4,2,0,3,6,3,4
ctzb3CUG,0,0,0,5,0,2,0,0,0,0,3,3
RjWyFlPT,11,4,13,7,9,14,2,13,17,11,24,7
SGEjIuj0,2,13,2,9,21,10,2,0,13,10,15,13
qf19EWSV,6,29,10,10,9,13,6,18,25,13,12,10
NpiG8IAh,3,6,4,12,15,11,3,10,18,7,9,11
gMvpGAv4,2,12,3,10,9,13,5,6,3,10,12,12
Kz4OyPVz,6,3,3,9,24,12,2,16,13,7,18,10
2ZMEUHAD,2,26,16,3,24,19,10,7,7,13,27,13
isPl8o5N,0,0,0,0,3,3,0,0,0,0,3,2
31RinIfB,12,22,15,7,24,13,2,14,35,8,12,8
NIObmw91,6,2,32,42,12,14,13,5,40,11,12,19
3FEtFNDk,6,7,22,7,12,13,3,9,15,7,21,10
zEL6XJqc,4,4,27,5,6,13,2,3,33,13,30,11
u8I5xtKj,2,5,6,11,6,7,3,7,3,8,9,7
WkHVD5RQ,8,1,7,8,21,12,2,7,15,9,15,10
VzW3T3FD,2,14,14,20,12,8,7,8,8,9,12,9
XchiKeeE,6,15,17,10,18,13,5,2,18,13,21,16
X2xWg8Eh,2,6,0,10,15,7,1,6,0,13,21,5
9WS062ls,12,2,28,5,18,13,3,7,29,12,30,8
eqH7SNV6,2,27,4,14,9,15,5,6,17,7,9,11
ALKdOKGe,5,1,19,14,9,14,3,14,13,7,24,8
BAhSJwov,0,3,0,14,12,7,2,1,4,5,12,7
Hxwch1O5,2,0,2,2,12,7,2,8,2,7,6,4
1jZpZ1er,6,3,23,9,36,8,4,4,27,7,39,7
Ywxx7MUR,2,9,2,7,12,4,1,11,0,5,6,6
mcn4i5MS,11,7,19,16,15,14,5,25,14,7,12,7
WytttTo2,3,20,4,6,12,9,2,9,2,16,9,9
aWtRsZWV,3,14,18,12,21,13,6,4,19,8,21,15
quaeoyEm,3,5,20,9,12,13,6,14,12,14,12,11
O547n5mr,10,8,40,8,18,17,6,9,28,13,48,7
VMAbASYQ,1,0,0,3,9,7,0,15,0,0,0,3
GaDGUAHD,0,0,0,0,0,2,0,0,0,0,3,0
lHBGaSN8,4,4,9,4,6,14,2,4,3,4,27,7
E4HNncYT,15,6,17,11,12,17,5,20,12,18,18,8
Zur6hlin,4,0,4,9,27,8,2,7,18,11,18,11
evNzGgqp,5,8,11,18,18,11,3,11,17,4,21,14
Xji3CxXQ,6,1,36,15,18,15,7,10,6,6,12,16
TwAm7gc0,4,5,16,10,12,18,8,0,2,7,21,13
O9xx7w82,6,18,15,11,6,16,4,10,17,15,24,7
irM6XnGZ,2,13,7,11,15,8,2,0,13,5,18,7
pSi9fyNO,3,7,18,11,30,14,5,4,22,11,27,16
Auj1f1BZ,2,19,12,8,21,8,7,7,15,7,18,17
odVHWnul,2,6,13,9,9,12,2,8,5,9,18,8
igDqApZc,3,20,3,12,15,9,3,12,9,11,9,7
bvsy4P71,11,40,10,6,21,13,6,16,18,13,9,17
ZtbHcInE,4,10,14,3,18,8,3,4,19,9,18,6
fSCUKQCP,5,13,26,9,18,23,3,9,29,31,21,12
W81HEgZC,3,2,13,11,12,11,2,5,7,11,30,12
gycYDRUv,3,4,18,11,18,5,2,10,7,8,12,11
KUe2dIjx,5,16,7,14,21,10,8,18,21,8,9,11
OQhjrndW,2,10,14,17,9,10,5,6,8,12,18,11
6WDaI0WA,5,3,16,10,9,10,2,7,10,15,6,9
obQpehrf,5,5,8,13,15,13,2,6,4,11,6,12
dQsOJ1zI,6,13,3,16,21,15,4,7,31,5,33,13
bkpFxaEP,1,4,9,10,9,8,3,7,2,9,9,8
dbpzj7I4,2,6,13,4,21,10,2,12,13,7,15,16
BOhEztDn,0,5,0,1,12,6,2,0,2,9,12,7
zqEb07zh,7,1,22,9,12,11,2,5,28,6,21,10
fBQl4cIp,1,20,15,24,27,21,28,2,13,15,21,11
bH1TYspN,10,0,20,7,9,14,3,15,23,11,15,10
tnO2RBiK,2,22,3,14,15,10,4,4,15,6,27,9
x2QXpRa5,2,6,3,5,12,11,3,2,4,3,6,12
XDC7SVnN,2,0,2,12,21,5,2,6,2,2,9,13
J9INlB3l,7,10,11,14,12,11,3,21,22,10,27,13
UZUli3Vs,3,35,20,10,21,21,18,5,27,5,21,13
Q8E30KvQ,8,9,33,25,12,17,8,6,44,15,9,22
exy1JvCv,3,11,20,10,18,11,3,27,2,7,9,14
LFmOpwY8,0,5,0,0,3,8,0,0,0,0,6,8
CJUDtYGJ,0,5,0,3,3,11,0,0,0,10,18,5
PTunaJcF,9,34,16,7,12,19,7,31,10,7,15,20
4z7I4Jqd,6,18,13,14,9,15,3,24,15,8,18,16
MrvBBiOO,2,1,12,12,9,13,6,5,3,4,12,13
GsTO1eC9,2,9,3,6,12,9,2,6,1,4,9,10
wt2C0SSp,2,2,15,10,18,14,2,14,2,1,36,13
GgVTJg80,2,13,2,9,15,7,2,7,2,9,12,9
6X2noost,2,14,6,9,21,6,6,6,0,8,18,8
4zmAR2ZY,5,7,5,9,18,8,2,3,7,9,18,9
XGIBgBNh,5,19,24,9,12,12,9,10,4,7,12,20
9JdVddr4,12,5,30,9,9,9,4,14,35,14,12,12
ibC65P3o,5,18,0,5,9,6,2,5,16,6,12,10
coupfhAK,2,12,7,8,9,11,2,5,2,7,15,15
lstLmOt6,8,19,19,11,9,13,8,14,23,19,21,11
3StXjFQI,0,2,0,7,12,10,0,5,0,3,12,8
LAMLhK9L,2,27,2,12,15,6,2,3,6,10,15,11
e1cVpVPr,7,19,28,9,15,18,8,2,25,7,12,19
rsfvTuLg,5,4,21,8,15,5,2,12,12,8,15,4
Mw6aBCVh,6,12,9,7,42,9,2,22,17,13,18,10
72mv2vQo,2,38,2,8,6,6,6,10,0,3,18,11
J2ESGo8s,4,12,8,7,18,7,2,17,0,4,12,7
VO9u0TxL,2,11,2,9,3,3,2,6,2,7,3,7
1ssETuU1,14,16,22,14,18,25,27,0,29,6,48,9
DNLZYnXB,2,7,7,7,60,11,10,10,5,9,18,15
fmDlVgbM,4,1,9,11,15,9,2,6,4,9,15,9
EmYQXjMH,2,12,2,1,9,5,2,0,3,3,18,5
3VInK8ny,5,30,12,8,12,11,7,13,7,12,15,13
jBD7NwpM,4,14,19,9,18,9,5,3,3,9,18,16
ZVzepJfe,2,13,10,9,27,10,7,9,12,4,9,11
a2B5jAx2,3,8,17,18,18,9,7,11,18,3,15,12
lYNkZYsF,9,7,23,7,36,11,5,0,34,9,27,12
6zHRFexr,3,8,3,15,15,7,7,10,3,3,21,11
zCZZSOZm,4,4,20,9,18,10,10,0,3,7,9,11
sXpaxl9a,4,23,15,11,12,7,11,17,9,3,12,9
rpZXYp5R,2,15,10,10,9,14,8,9,0,7,9,12
RlqZ6ZBu,2,0,14,17,18,11,2,11,10,4,33,11
ibUpMfIN,2,4,5,5,9,12,2,9,11,2,18,14
7Y6SH63q,13,3,26,24,15,12,11,7,57,12,9,15
x7dFRrAn,6,6,2,13,12,10,0,8,1,9,33,11
1dBPM401,7,2,10,7,6,18,3,12,16,10,12,9
eNpD2V94,9,17,0,8,30,9,8,24,8,4,21,11
aKbzrNo7,6,6,13,22,9,6,3,7,11,3,12,10
11SMLajq,2,8,10,9,9,12,2,6,0,11,18,6
NdManTys,18,7,0,17,12,22,4,15,39,8,36,18
LJfZfDzC,4,4,5,5,6,8,0,4,0,9,9,6
kC6sZkO3,4,6,5,14,9,6,4,0,2,6,18,6
fWFOawn3,4,7,5,9,27,7,6,0,0,8,3,12
e825T1Vg,0,7,0,3,15,4,2,0,0,1,3,6
CG5gQfsX,0,22,0,8,9,8,3,7,2,7,9,9
ALOYo2MM,3,18,17,6,15,6,3,24,0,6,18,6
mv7PtZeB,6,21,28,10,18,14,11,1,20,14,12,15
8hM6UJkL,0,6,0,6,12,5,2,0,2,10,12,5
wwB9eWAI,1,6,4,8,18,6,2,15,0,4,12,11
N7V98xGm,6,14,5,13,9,10,5,10,5,11,9,10
nEueTv2y,2,8,2,10,18,6,4,7,2,13,9,9
t6grA9qm,10,3,19,17,12,13,6,12,31,13,12,14
sfae1pAB,5,7,45,10,12,14,5,6,36,13,6,12
tELouqpd,9,20,7,14,15,11,7,21,16,14,15,10
GQCefTk3,2,10,2,13,6,8,2,4,5,9,9,13
t7Hcp6nS,2,19,5,12,18,7,7,0,0,9,21,7
XdMmdhz2,3,6,12,7,6,6,2,2,11,10,12,7
